_林林 ;林竟 4竟林 7竟竟	aaaa
_第花 ;第刘 4丹花 7丹刘	zuwk
_第对 ;第获 4丹对 7丹获	zuwl
_第文 ;第芳 4丹文 7丹芳	zuwm
_第高 ;第蒋 4丹高 7丹蒋	zuwn
_第就 ;第京 4丹就 7丹京	zuwo
_第象 ;第亮 4丹象 7丹亮	zuwp
_第苦 ;第葬 4丹苦 7丹葬	zuwq
_第药 ;第著 4丹药 7丹著	zuwr
_第茶 ;第苍 4丹茶 7丹苍	zuws
_第警 ;第萨 4丹警 7丹萨	zuwt
_第观 ;第藏 4丹观 7丹藏	zuwu
_第难 ;第蔡 4丹难 7丹蔡	zuwv
_第双 ;第节 4丹双 7丹节	zuww
_第荒 ;第芒 4丹荒 7丹芒	zuwx
_第熟 ;第享 4丹熟 7丹享	zuwy
_第英 ;第莉 4丹英 7丹莉	zuwz
_第党 ;第棠 4丹党 7丹棠	zuxa
_第堂 ;第奎 4丹堂 7丹奎	zuxb
_第亡 ;第骄 4丹亡 7丹骄	zuxc
_第外 ;第赏 4丹外 7丹赏	zuxd
_第疾 ;第驱 4丹疾 7丹驱	zuxe
_第病 ;第疗 4丹病 7丹疗	zuxf
_第奔 ;第盲 4丹奔 7丹盲	zuxg
_第马 ;第驰 4丹马 7丹驰	zuxh
_第名 ;第燕 4丹名 7丹燕	zuxi
_第入 ;第疼 4丹入 7丹疼	zuxj
_第长 ;第廿 4丹长 7丹廿	zuxk
_第达 ;第夺 4丹达 7丹夺	zuxl
_第望 ;第散 4丹望 7丹散	zuxm
_第痛 ;第忘 4丹痛 7丹忘	zuxn
_第太 ;第态 4丹太 7丹态	zuxo
_第世 ;第掌 4丹世 7丹掌	zuxp
_第疫 ;第骤 4丹疫 7丹骤	zuxq
_第夸 ;第奢 4丹夸 7丹奢	zuxr
_第套 ;第奋 4丹套 7丹奋	zuxs
_第验 ;第痕 4丹验 7丹痕	zuxt
_第常 ;第夕 4丹常 7丹夕	zuxu
_第共 ;第恭 4丹共 7丹恭	zuxv
_第怨 ;第瘦 4丹怨 7丹瘦	zuxw
_第多 ;第骑 4丹多 7丹骑	zuxx
_第尚 ;第骇 4丹尚 7丹骇	zuxy
_第奇 ;第痢 4丹奇 7丹痢	zuxz
_第新 ;第亲 4丹新 7丹亲	zuya
_第牙 ;第罢 4丹牙 7丹罢	zuyb
_第较 ;第轿 4丹较 7丹轿	zuyc
_第站 ;第罪 4丹站 7丹罪	zuyd
_第帝 ;第旁 4丹帝 7丹旁	zuye
_第车 ;第软 4丹车 7丹软	zuyf
_第置 ;第辅 4丹置 7丹辅	zuyg
_第轮 ;第徽 4丹轮 7丹徽	zuyh
_第部 ;第竞 4丹部 7丹竞	zuyi
_第爆 ;第竭 4丹爆 7丹竭	zuyj
_第刻 ;第烦 4丹刻 7丹烦	zuyk
_第连 ;第炼 4丹连 7丹炼	zuyl
_第燃 ;第煤 4丹燃 7丹煤	zuym
_第烁 ;第轼 4丹烁 7丹轼	zuyn
_第产 ;第孙 4丹产 7丹孙	zuyo
_第微 ;第孔 4丹微 7丹孔	zuyp
_第立 ;第孤 4丹立 7丹孤	zuyq
_第转 ;第署 4丹转 7丹署	zuyr
_第炮 ;第蜀 4丹炮 7丹蜀	zuys
_第四 ;第输 4丹四 7丹输	zuyt
_第烟 ;第灯 4丹烟 7丹灯	zuyu
_第火 ;第雅 4丹火 7丹雅	zuyv
_第轻 ;第轰 4丹轻 7丹轰	zuyw
_第罗 ;第逻 4丹罗 7丹逻	zuyx
_第孩 ;第炎 4丹孩 7丹炎	zuyy
_第商 ;第靖 4丹商 7丹靖	zuyz
_第策 ;第免 4丹策 7丹免	zuza
_第等 ;第周 4丹等 7丹周	zuzb
_第笑 ;第窗 4丹笑 7丹窗	zuzc
_第究 ;第责 4丹究 7丹责	zuzd
_第管 ;第窄 4丹管 7丹窄	zuze
_第同 ;第篇 4丹同 7丹篇	zuzf
_第算 ;第稽 4丹算 7丹稽	zuzg
_第素 ;第丰 4丹素 7丹丰	zuzh
_第种 ;第程 4丹种 7丹程	zuzi
_第可 ;第香 4丹可 7丹香	zuzj
_第利 ;第符 4丹利 7丹符	zuzk
_第突 ;第寿 4丹突 7丹寿	zuzl
_第青 ;第静 4丹青 7丹静	zuzm
_第空 ;第秘 4丹空 7丹秘	zuzn
_第表 ;第刚 4丹表 7丹刚	zuzo
_第科 ;第秃 4丹科 7丹秃	zuzp
_第毒 ;第砉 4丹毒 7丹砉	zuzq
_第称 ;第稳 4丹称 7丹稳	zuzr
_第内 ;第委 4丹内 7丹委	zuzs
_第答 ;第帮 4丹答 7丹帮	zuzt
_第第 ;第丹 4丹第 7丹丹	zuzu
_第税 ;第透 4丹税 7丹透	zuzv
_第稿 ;第篙 4丹稿 7丹篙	zuzw
_第移 ;第央 4丹移 7丹央	zuzx
_第穿 ;第秋 4丹穿 7丹秋	zuzy
_第哥 ;第歌 4丹哥 7丹歌	zuzz
_税林 ;税竟 4透林 7透竟	zvaa
_税杜 ;税横 4透杜 7透横	zvab
_税校 ;税杯 4透校 7透杯	zvac
_税标 ;税柏 4透标 7透柏	zvad
_税齐 ;税柜 4透齐 7透柜	zvae
_税本 ;税柳 4透本 7透柳	zvaf
_税相 ;税章 4透相 7透章	zvag
_税儿 ;税楷 4透儿 7透楷	zvah
_税样 ;税加 4透样 7透加	zvai
_税查 ;税木 4透查 7透木	zvaj
_税极 ;税剂 4透极 7透剂	zvak
_税边 ;税村 4透边 7透村	zval
_税两 ;税楼 4透两 7透楼	zvam
_税意 ;税桶 4透意 7透桶	zvan
_税术 ;税述 4透术 7透述	zvao
_税机 ;税杨 4透机 7透杨	zvap
_税格 ;税枯 4透格 7透枯	zvaq
_税音 ;税枚 4透音 7透枚	zvar
_税构 ;税枪 4透构 7透枪	zvas
_税根 ;税检 4透根 7透检	zvat
_税力 ;税杭 4透力 7透杭	zvau
_税办 ;税松 4透办 7透松	zvav
_税权 ;税树 4透权 7透树	zvaw
_税椅 ;税槿 4透椅 7透槿	zvax
_税李 ;税核 4透李 7透核	zvay
_税刺 ;税柯 4透刺 7透柯	zvaz
_税境 ;税闲 4透境 7透闲	zvba
_税封 ;税墙 4透封 7透墙	zvbb
_税坏 ;税埠 4透坏 7透埠	zvbc
_税埋 ;税盐 4透埋 7透盐	zvbd
_税块 ;税坡 4透块 7透坡	zvbe
_税坎 ;税闩 4透坎 7透闩	zvbf
_税闭 ;税填 4透闭 7透填	zvbg
_税支 ;税阔 4透支 7透阔	zvbh
_税问 ;税幸 4透问 7透幸	zvbi
_税间 ;税坦 4透间 7透坦	zvbj
_税须 ;税阀 4透须 7透阀	zvbk
_税进 ;税寺 4透进 7透寺	zvbl
_税土 ;税堪 4透土 7透堪	zvbm
_税去 ;税却 4透去 7透却	zvbn
_税门 ;税髦 4透门 7透髦	zvbo
_税场 ;税幻 4透场 7透幻	zvbp
_税闻 ;税阁 4透闻 7透阁	zvbq
_税堵 ;税阎 4透堵 7透阎	zvbr
_税闪 ;税均 4透闪 7透均	zvbs
_税垣 ;税埂 4透垣 7透埂	zvbt
_税城 ;税闹 4透城 7透闹	zvbu
_税增 ;税堆 4透增 7透堆	zvbv
_税塔 ;税坟 4透塔 7透坟	zvbw
_税黄 ;税闯 4透黄 7透闯	zvbx
_税鬼 ;税培 4透鬼 7透培	zvby
_税井 ;税髯 4透井 7透髯	zvbz
_税六 ;税镜 4透六 7透镜	zvca
_税血 ;税丢 4透血 7透丢	zvcb
_税铁 ;税铢 4透铁 7透铢	zvcc
_税乏 ;税钻 4透乏 7透钻	zvcd
_税锭 ;税钜 4透锭 7透钜	zvce
_税钱 ;税钦 4透钱 7透钦	zvcf
_税镇 ;税针 4透镇 7透针	zvcg
_税系 ;税锤 4透系 7透锤	zvch
_税否 ;税钟 4透否 7透钟	zvci
_税自 ;税朱 4透自 7透朱	zvcj
_税到 ;税钊 4透到 7透钊	zvck
_税还 ;税延 4透还 7透延	zvcl
_税翻 ;税释 4透翻 7透释	zvcm
_税么 ;税息 4透么 7透息	zvcn
_税交 ;税效 4透交 7透效	zvco
_税我 ;税鹅 4透我 7透鹅	zvcp
_税镖 ;税甭 4透镖 7透甭	zvcq
_税致 ;税铮 4透致 7透铮	zvcr
_税失 ;税鼻 4透失 7透鼻	zvcs
_税银 ;税铃 4透银 7透铃	zvct
_税追 ;税币 4透追 7透币	zvcu
_税乎 ;税锐 4透乎 7透锐	zvcv
_税升 ;税钗 4透升 7透钗	zvcw
_税错 ;税乔 4透错 7透乔	zvcx
_税至 ;税链 4透至 7透链	zvcy
_税向 ;税奥 4透向 7透奥	zvcz
_税杂 ;税嶂 4透杂 7透嶂	zvda
_税社 ;税幽 4透社 7透幽	zvdb
_税卑 ;税贬 4透卑 7透贬	zvdc
_税示 ;税贴 4透示 7透贴	zvdd
_税崇 ;税贮 4透崇 7透贮	zvde
_税上 ;税福 4透上 7透福	zvdf
_税皇 ;税财 4透皇 7透财	zvdg
_税生 ;税泉 4透生 7透泉	zvdh
_税点 ;税战 4透点 7透战	zvdi
_税神 ;税桌 4透神 7透桌	zvdj
_税则 ;税颐 4透则 7透颐	zvdk
_税导 ;税迫 4透导 7透迫	zvdl
_税非 ;税野 4透非 7透野	zvdm
_税里 ;税悲 4透里 7透悲	zvdn
_税之 ;税岸 4透之 7透岸	zvdo
_税九 ;税礼 4透九 7透礼	zvdp
_税岩 ;税赂 4透岩 7透赂	zvdq
_税败 ;税祖 4透败 7透祖	zvdr
_税山 ;税购 4透山 7透购	zvds
_税岭 ;税祁 4透岭 7透祁	zvdt
_税视 ;税巳 4透视 7透巳	zvdu
_税禅 ;税赚 4透禅 7透赚	zvdv
_税异 ;税斐 4透异 7透斐	zvdw
_税岁 ;税账 4透岁 7透账	zvdx
_税白 ;税辈 4透白 7透辈	zvdy
_税臣 ;税岗 4透臣 7透岗	zvdz
_税宋 ;税匹 4透宋 7透匹	zvea
_税寒 ;税塞 4透寒 7透塞	zveb
_税室 ;税宅 4透室 7透宅	zvec
_税宗 ;税寂 4透宗 7透寂	zved
_税医 ;税巨 4透医 7透巨	zvee
_税写 ;税富 4透写 7透富	zvef
_税宝 ;税宏 4透宝 7透宏	zveg
_税它 ;税羽 4透它 7透羽	zveh
_税知 ;税鱼 4透知 7透鱼	zvei
_税审 ;税鲁 4透审 7透鲁	zvej
_税定 ;税颇 4透定 7透颇	zvek
_税实 ;税守 4透实 7透守	zvel
_税皮 ;税鳞 4透皮 7透鳞	zvem
_税怎 ;税密 4透怎 7透密	zven
_税区 ;税农 4透区 7透农	zveo
_税容 ;税冗 4透容 7透冗	zvep
_税客 ;税额 4透客 7透额	zveq
_税完 ;税宜 4透完 7透宜	zver
_税安 ;税案 4透安 7透案	zves
_税宣 ;税鲫 4透宣 7透鲫	zvet
_税官 ;税宁 4透官 7透宁	zveu
_税察 ;税罕 4透察 7透罕	zvev
_税巴 ;税宽 4透巴 7透宽	zvew
_税寄 ;税宛 4透寄 7透宛	zvex
_税军 ;税字 4透军 7透字	zvey
_税害 ;税割 4透害 7透割	zvez
_税末 ;税兀 4透末 7透兀	zvfa
_税街 ;税耕 4透街 7透耕	zvfb
_税夏 ;税饿 4透夏 7透饿	zvfc
_税下 ;税百 4透下 7透百	zvfd
_税带 ;税馆 4透带 7透馆	zvfe
_税乡 ;税饮 4透乡 7透饮	zvff
_税于 ;税髓 4透于 7透髓	zvfg
_税求 ;税救 4透求 7透救	zvfh
_税事 ;税顿 4透事 7透顿	zvfi
_税行 ;税遍 4透行 7透遍	zvfj
_税万 ;税户 4透万 7透户	zvfk
_税正 ;税政 4透正 7透政	zvfl
_税房 ;税丽 4透房 7透丽	zvfm
_税武 ;税瓦 4透武 7透瓦	zvfn
_税所 ;税亚 4透所 7透亚	zvfo
_税与 ;税饲 4透与 7透饲	zvfp
_税气 ;税骷 4透气 7透骷	zvfq
_税遭 ;税曹 4透遭 7透曹	zvfr
_税留 ;税互 4透留 7透互	zvfs
_税卿 ;税馁 4透卿 7透馁	zvft
_税了 ;税妻 4透了 7透妻	zvfu
_税骨 ;税雇 4透骨 7透雇	zvfv
_税开 ;税形 4透开 7透形	zvfw
_税天 ;税吞 4透天 7透吞	zvfx
_税严 ;税灭 4透严 7透灭	zvfy
_税习 ;税丙 4透习 7透丙	zvfz
_税协 ;税勒 4透协 7透勒	zvga
_税庄 ;税鞋 4透庄 7透鞋	zvgb
_税才 ;税环 4透才 7透环	zvgc
_税理 ;税店 4透理 7透店	zvgd
_税索 ;税勃 4透索 7透勃	zvge
_税球 ;税庐 4透球 7透庐	zvgf
_税真 ;税直 4透真 7透直	zvgg
_税应 ;税睡 4透应 7透睡	zvgh
_税王 ;税右 4透王 7透右	zvgi
_税朝 ;税韩 4透朝 7透韩	zvgj
_税存 ;税府 4透存 7透府	zvgk
_税十 ;税瓒 4透十 7透瓒	zvgl
_税有 ;税序 4透有 7透序	zvgm
_税左 ;税雄 4透左 7透雄	zvgn
_税革 ;税玉 4透革 7透玉	zvgo
_税广 ;税卖 4透广 7透卖	zvgp
_税底 ;税瑚 4透底 7透瑚	zvgq
_税玩 ;税睁 4透玩 7透睁	zvgr
_税座 ;税康 4透座 7透康	zvgs
_税眼 ;税瞬 4透眼 7透瞬	zvgt
_税现 ;税布 4透现 7透布	zvgu
_税具 ;税瞧 4透具 7透瞧	zvgv
_税友 ;税弄 4透友 7透弄	zvgw
_税度 ;税席 4透度 7透席	zvgx
_税目 ;税库 4透目 7透库	zvgy
_税再 ;税南 4透再 7透南	zvgz
_税济 ;税嘉 4透济 7透嘉	zvha
_税法 ;税益 4透法 7透益	zvhb
_税千 ;税泛 4透千 7透泛	zvhc
_税重 ;税激 4透重 7透激	zvhd
_税学 ;税觉 4透学 7透觉	zvhe
_税面 ;税汽 4透面 7透汽	zvhf
_税水 ;税泪 4透水 7透泪	zvhg
_税比 ;税毕 4透比 7透毕	zvhh
_税喜 ;税洋 4透喜 7透洋	zvhi
_税洲 ;税温 4透洲 7透温	zvhj
_税梁 ;税渊 4透梁 7透渊	zvhk
_税海 ;税洗 4透海 7透洗	zvhl
_税游 ;税泥 4透游 7透泥	zvhm
_税治 ;税江 4透治 7透江	zvhn
_税消 ;税派 4透消 7透派	zvho
_税流 ;税沿 4透流 7透沿	zvhp
_税没 ;税湖 4透没 7透湖	zvhq
_税收 ;税污 4透收 7透污	zvhr
_税以 ;税潜 4透以 7透潜	zvhs
_税酒 ;税浮 4透酒 7透浮	zvht
_税湾 ;税津 4透湾 7透津	zvhu
_税活 ;税兴 4透活 7透兴	zvhv
_税满 ;税汉 4透满 7透汉	zvhw
_税港 ;税洪 4透港 7透洪	zvhx
_税渐 ;税淡 4透渐 7透淡	zvhy
_税清 ;税河 4透清 7透河	zvhz
_税别 ;税另 4透别 7透另	zvia
_税飞 ;税盖 4透飞 7透盖	zvib
_税响 ;税呼 4透响 7透呼	zvic
_税员 ;税羊 4透员 7透羊	zvid
_税吧 ;税戈 4透吧 7透戈	zvie
_税号 ;税吴 4透号 7透吴	zvif
_税着 ;税叶 4透着 7透叶	zvig
_税叫 ;税嘻 4透叫 7透嘻	zvih
_税或 ;税惑 4透或 7透惑	zvii
_税虽 ;税喝 4透虽 7透喝	zvij
_税划 ;税吸 4透划 7透吸	zvik
_税吃 ;税嘴 4透吃 7透嘴	zvil
_税呢 ;税嘱 4透呢 7透嘱	zvim
_税差 ;税唉 4透差 7透唉	zvin
_税听 ;税史 4透听 7透史	zvio
_税哪 ;税啦 4透哪 7透啦	zvip
_税口 ;税咕 4透口 7透咕	zviq
_税品 ;税唤 4透品 7透唤	zvir
_税由 ;税喂 4透由 7透喂	zvis
_税啊 ;税哈 4透啊 7透哈	zvit
_税嗯 ;税喊 4透嗯 7透喊	zviu
_税只 ;税善 4透只 7透善	zviv
_税发 ;税叹 4透发 7透叹	zviw
_税美 ;税吗 4透美 7透吗	zvix
_税呀 ;税吼 4透呀 7透吼	zviy
_税出 ;税呵 4透出 7透呵	zviz
_税条 ;税务 4透条 7透务	zvja
_税待 ;税後 4透待 7透後	zvjb
_税己 ;税蛛 4透己 7透蛛	zvjc
_税处 ;税星 4透处 7透星	zvjd
_税日 ;税彼 4透日 7透彼	zvje
_税量 ;税征 4透量 7透征	zvjf
_税德 ;税早 4透德 7透早	zvjg
_税龙 ;税昆 4透龙 7透昆	zvjh
_税五 ;税晓 4透五 7透晓	zvji
_税得 ;税州 4透得 7透州	zvjj
_税题 ;税照 4透题 7透照	zvjk
_税时 ;税彻 4透时 7透彻	zvjl
_税明 ;税盟 4透明 7透盟	zvjm
_税乌 ;税忌 4透乌 7透忌	zvjn
_税往 ;税显 4透往 7透显	zvjo
_税电 ;税曳 4透电 7透曳	zvjp
_税最 ;税徒 4透最 7透徒	zvjq
_税改 ;税昌 4透改 7透昌	zvjr
_税备 ;税易 4透备 7透易	zvjs
_税很 ;税辛 4透很 7透辛	zvjt
_税律 ;税御 4透律 7透御	zvju
_税来 ;税典 4透来 7透典	zvjv
_税影 ;税景 4透影 7透景	zvjw
_税未 ;税暴 4透未 7透暴	zvjx
_税曼 ;税曙 4透曼 7透曙	zvjy
_税晚 ;税映 4透晚 7透映	zvjz
_税体 ;税休 4透体 7透休	zvka
_税们 ;税侍 4透们 7透侍	zvkb
_税任 ;税倒 4透任 7透倒	zvkc
_税及 ;税伯 4透及 7透伯	zvkd
_税作 ;税侯 4透作 7透侯	zvke
_税使 ;税师 4透使 7透师	zvkf
_税什 ;税值 4透什 7透值	zvkg
_税化 ;税似 4透化 7透似	zvkh
_税保 ;税召 4透保 7透召	zvki
_税但 ;税旧 4透但 7透旧	zvkj
_税候 ;税修 4透候 7透修	zvkk
_税件 ;税伤 4透件 7透伤	zvkl
_税信 ;税假 4透信 7透假	zvkm
_税代 ;税仰 4透代 7透仰	zvkn
_税住 ;税依 4透住 7透依	zvko
_税俗 ;税佩 4透俗 7透佩	zvkp
_税做 ;税低 4透做 7透低	zvkq
_税你 ;税传 4透你 7透传	zvkr
_税价 ;税伊 4透价 7透伊	zvks
_税便 ;税偷 4透便 7透偷	zvkt
_税佛 ;税健 4透佛 7透健	zvku
_税仍 ;税份 4透仍 7透份	zvkv
_税像 ;税紧 4透像 7透紧	zvkw
_税供 ;税借 4透供 7透借	zvkx
_税位 ;税伙 4透位 7透伙	zvky
_税何 ;税临 4透何 7透临	zvkz
_税先 ;税选 4透先 7透选	zvla
_税特 ;税盘 4透特 7透盘	zvlb
_税身 ;税艇 4透身 7透艇	zvlc
_税止 ;税舞 4透止 7透舞	zvld
_税决 ;税躯 4透决 7透躯	zvle
_税次 ;税资 4透次 7透资	zvlf
_税年 ;税狂 4透年 7透狂	zvlg
_税些 ;税此 4透些 7透此	zvlh
_税告 ;税造 4透告 7透造	zvli
_税复 ;税独 4透复 7透独	zvlj
_税切 ;税刊 4透切 7透刊	zvlk
_税步 ;税射 4透步 7透射	zvll
_税肯 ;税舫 4透肯 7透舫	zvlm
_税七 ;税冶 4透七 7透冶	zvln
_税东 ;税狼 4透东 7透狼	zvlo
_税船 ;税躲 4透船 7透躲	zvlp
_税每 ;税般 4透每 7透般	zvlq
_税干 ;税净 4透干 7透净	zvlr
_税物 ;税舱 4透物 7透舱	zvls
_税冷 ;税狗 4透冷 7透狗	zvlt
_税制 ;税航 4透制 7透航	zvlu
_税平 ;税准 4透平 7透准	zvlv
_税犯 ;税艘 4透犯 7透艘	zvlw
_税头 ;税躺 4透头 7透躺	zvlx
_税猛 ;税狄 4透猛 7透狄	zvly
_税牛 ;税猜 4透牛 7透猜	zvlz
_税某 ;税予 4透某 7透予	zvma
_税脚 ;税肚 4透脚 7透肚	zvmb
_税属 ;税屋 4透属 7透屋	zvmc
_税月 ;税胜 4透月 7透胜	zvmd
_税言 ;税肥 4透言 7透肥	zvme
_税士 ;税糟 4透士 7透糟	zvmf
_税米 ;税眉 4透米 7透眉	zvmg
_税尼 ;税尿 4透尼 7透尿	zvmh
_税吉 ;税届 4透吉 7透届	zvmi
_税胆 ;税履 4透胆 7透履	zvmj
_税预 ;税豚 4透预 7透豚	zvmk
_税然 ;税施 4透然 7透施	zvml
_税声 ;税朋 4透声 7透朋	zvmm
_税志 ;税胎 4透志 7透胎	zvmn
_税尽 ;税粮 4透尽 7透粮	zvmo
_税断 ;税局 4透断 7透局	zvmp
_税居 ;税股 4透居 7透股	zvmq
_税放 ;税粗 4透放 7透粗	zvmr
_税数 ;税胸 4透数 7透胸	zvms
_税脸 ;税腿 4透脸 7透腿	zvmt
_税脑 ;税刷 4透脑 7透刷	zvmu
_税其 ;税斯 4透其 7透斯	zvmv
_税服 ;税豫 4透服 7透豫	zvmw
_税展 ;税类 4透展 7透类	zvmx
_税粒 ;税膀 4透粒 7透膀	zvmy
_税精 ;税尸 4透精 7透尸	zvmz
_税功 ;税允 4透功 7透允	zvna
_税片 ;税愧 4透片 7透愧	zvnb
_税必 ;税怀 4透必 7透怀	zvnc
_税性 ;税怕 4透性 7透怕	zvnd
_税快 ;税矣 4透快 7透矣	zvne
_税印 ;税巧 4透印 7透巧	zvnf
_税心 ;税恢 4透心 7透恢	zvng
_税北 ;税背 4透北 7透背	zvnh
_税台 ;税怠 4透台 7透怠	zvni
_税慢 ;税忆 4透慢 7透忆	zvnj
_税项 ;税患 4透项 7透患	zvnk
_税状 ;税悔 4透状 7透悔	zvnl
_税装 ;税壮 4透装 7透壮	zvnm
_税式 ;税惨 4透式 7透惨	zvnn
_税乐 ;税版 4透乐 7透版	zvno
_税恐 ;税巩 4透恐 7透巩	zvnp
_税通 ;税勇 4透通 7透勇	zvnq
_税攻 ;税愕 4透攻 7透愕	zvnr
_税民 ;税惯 4透民 7透惯	zvns
_税已 ;税恨 4透已 7透恨	zvnt
_税恼 ;税懒 4透恼 7透懒	zvnu
_税工 ;税惟 4透工 7透惟	zvnv
_税惊 ;税怪 4透惊 7透怪	zvnw
_税将 ;税参 4透将 7透参	zvnx
_税愣 ;税惭 4透愣 7透惭	zvny
_税情 ;税惘 4透情 7透惘	zvnz
_税杀 ;税历 4透杀 7透历	zvoa
_税压 ;税魔 4透压 7透魔	zvob
_税少 ;税省 4透少 7透省	zvoc
_税原 ;税愿 4透原 7透愿	zvod
_税被 ;税厨 4透被 7透厨	zvoe
_税后 ;税厉 4透后 7透厉	zvof
_税主 ;税质 4透主 7透质	zvog
_税永 ;税弛 4透永 7透弛	zvoh
_税强 ;税袖 4透强 7透袖	zvoi
_税厚 ;税褐 4透厚 7透褐	zvoj
_税引 ;税初 4透引 7透初	zvok
_税近 ;税弱 4透近 7透弱	zvol
_税削 ;税肖 4透削 7透肖	zvom
_税麻 ;税弘 4透麻 7透弘	zvon
_税义 ;税斥 4透义 7透斥	zvoo
_税摩 ;税裕 4透摩 7透裕	zvop
_税业 ;税磨 4透业 7透磨	zvoq
_税衣 ;税弥 4透衣 7透弥	zvor
_税当 ;税袍 4透当 7透袍	zvos
_税小 ;税良 4透小 7透良	zvot
_税毛 ;税厅 4透毛 7透厅	zvou
_税兵 ;税弹 4透兵 7透弹	zvov
_税反 ;税顾 4透反 7透顾	zvow
_税张 ;税尖 4透张 7透尖	zvox
_税厂 ;税毯 4透厂 7透毯	zvoy
_税食 ;税凶 4透食 7透凶	zvoz
_税动 ;税充 4透动 7透充	zvpa
_税持 ;税技 4透持 7透技	zvpb
_税手 ;税托 4透手 7透托	zvpc
_税云 ;税排 4透云 7透排	zvpd
_税把 ;税按 4透把 7透按	zvpe
_税司 ;税护 4透司 7透护	zvpf
_税看 ;税迅 4透看 7透迅	zvpg
_税指 ;税批 4透指 7透批	zvph
_税找 ;税损 4透找 7透损	zvpi
_税提 ;税担 4透提 7透担	zvpj
_税招 ;税撇 4透招 7透撇	zvpk
_税运 ;税买 4透运 7透买	zvpl
_税据 ;税育 4透据 7透育	zvpm
_税抬 ;税抑 4透抬 7透抑	zvpn
_税风 ;税凡 4透风 7透凡	zvpo
_税书 ;税扬 4透书 7透扬	zvpp
_税投 ;税敢 4透投 7透敢	zvpq
_税换 ;税挣 4透换 7透挣	zvpr
_税几 ;税抱 4透几 7透抱	zvps
_税势 ;税热 4透势 7透热	zvpt
_税打 ;税抗 4透打 7透抗	zvpu
_税推 ;税括 4透推 7透括	zvpv
_税报 ;税择 4透报 7透择	zvpw
_税措 ;税掩 4透措 7透掩	zvpx
_税接 ;税拉 4透接 7透拉	zvpy
_税击 ;税控 4透击 7透控	zvpz
_税克 ;税虏 4透克 7透虏	zvqa
_税虎 ;税彪 4透虎 7透彪	zvqb
_税殊 ;税砭 4透殊 7透砭	zvqc
_税票 ;税飘 4透票 7透飘	zvqd
_税破 ;税碗 4透破 7透碗	zvqe
_税研 ;税残 4透研 7透残	zvqf
_税耳 ;税矿 4透耳 7透矿	zvqg
_税死 ;税韦 4透死 7透韦	zvqh
_税职 ;税础 4透职 7透础	zvqi
_税起 ;税昏 4透起 7透昏	zvqj
_税列 ;税超 4透列 7透超	zvqk
_税用 ;税赶 4透用 7透赶	zvql
_税古 ;税胡 4透古 7透胡	zvqm
_税三 ;税虑 4透三 7透虑	zvqn
_税走 ;税赵 4透走 7透赵	zvqo
_税西 ;税甩 4透西 7透甩	zvqp
_税石 ;税趣 4透石 7透趣	zvqq
_税确 ;税故 4透确 7透故	zvqr
_税趁 ;税碌 4透趁 7透碌	zvqs
_税母 ;税硬 4透母 7透硬	zvqt
_税越 ;税碎 4透越 7透碎	zvqu
_税联 ;税碰 4透联 7透碰	zvqv
_税取 ;税聚 4透取 7透聚	zvqw
_税码 ;税趟 4透码 7透趟	zvqx
_税各 ;税耿 4透各 7透耿	zvqy
_税殃 ;税碉 4透殃 7透碉	zvqz
_税远 ;税元 4透远 7透元	zvra
_税壁 ;税绫 4透壁 7透绫	zvrb
_税绞 ;税缒 4透绞 7透缒	zvrc
_税负 ;税缴 4透负 7透缴	zvrd
_税色 ;税缩 4透色 7透缩	zvre
_税线 ;税考 4透线 7透考	zvrf
_税续 ;税缠 4透续 7透缠	zvrg
_税且 ;税纠 4透且 7透纠	zvrh
_税老 ;税织 4透老 7透织	zvri
_税者 ;税终 4透者 7透终	zvrj
_税级 ;税绍 4透级 7透绍	zvrk
_税二 ;税器 4透二 7透器	zvrl
_税结 ;税继 4透结 7透继	zvrm
_税红 ;税县 4透红 7透县	zvrn
_税尔 ;税久 4透尔 7透久	zvro
_税统 ;税专 4透统 7透专	zvrp
_税解 ;税角 4透解 7透角	zvrq
_税组 ;税绝 4透组 7透绝	zvrr
_税约 ;税急 4透约 7透急	zvrs
_税给 ;税缓 4透给 7透缓	zvrt
_税争 ;税缄 4透争 7透缄	zvru
_税维 ;税纷 4透维 7透纷	zvrv
_税经 ;税曲 4透经 7透曲	zvrw
_税骂 ;税绮 4透骂 7透绮	zvrx
_税教 ;税孝 4透教 7透孝	zvry
_税纳 ;税绩 4透纳 7透绩	zvrz
_税果 ;税男 4透果 7透男	zvsa
_税忽 ;税匆 4透忽 7透匆	zvsb
_税群 ;税君 4透群 7透君	zvsc
_税包 ;税姓 4透包 7透姓	zvsd
_税辉 ;税耀 4透辉 7透耀	zvse
_税遇 ;税愚 4透遇 7透愚	zvsf
_税全 ;税齿 4透全 7透齿	zvsg
_税她 ;税录 4透她 7透录	zvsh
_税如 ;税恕 4透如 7透恕	zvsi
_税光 ;税妹 4透光 7透妹	zvsj
_税个 ;税介 4透个 7透介	zvsk
_税企 ;税田 4透企 7透田	zvsl
_税女 ;税媒 4透女 7透媒	zvsm
_税思 ;税始 4透思 7透始	zvsn
_税娘 ;税妙 4透娘 7透妙	zvso
_税会 ;税娜 4透会 7透娜	zvsp
_税略 ;税姑 4透略 7透姑	zvsq
_税姐 ;税姥 4透姐 7透姥	zvsr
_税从 ;税界 4透从 7透界	zvss
